MANDT,VBELV,POSNV,VBELN,POSNN,VBTYP_N,VBTYP_V,RFMNG,RFWRT,WAERS,ERDAT,ERZET,VRKME
100,8000000045,000010,9000000045,000010,M,J,199.0,247585.85,USD,2024-11-04,110000,EA
100,1000000046,000010,8000000046,000010,J,C,62.0,49379.9,USD,2024-06-24,100000,EA
100,8000000046,000010,9000000046,000010,M,J,62.0,49379.9,USD,2024-06-28,110000,EA
100,1000000048,000010,8000000048,000010,J,C,118.0,212345.72,USD,2024-10-12,100000,EA
100,8000000048,000010,9000000048,000010,M,J,118.0,212345.72,USD,2024-10-17,110000,EA
100,1000000049,000010,8000000049,000010,J,C,136.0,12495.68,USD,2024-03-07,100000,EA
100,1000000050,000010,8000000050,000010,J,C,35.0,46023.95,USD,2024-01-25,100000,EA
100,8000000050,000010,9000000050,000010,M,J,35.0,46023.95,USD,2024-01-30,110000,EA
100,1000000051,000010,8000000051,000010,J,C,95.0,120390.65,USD,2024-07-07,100000,EA
100,1000000051,000020,8000000051,000020,J,C,93.0,75511.35,USD,2024-07-07,100000,EA
100,8000000051,000010,9000000051,000010,M,J,95.0,120390.65,USD,2024-07-10,110000,EA
100,8000000051,000020,9000000051,000020,M,J,93.0,75511.35,USD,2024-07-10,110000,EA
100,1000000052,000010,8000000052,000010,J,C,66.0,28165.5,USD,2024-02-22,100000,EA
100,8000000052,000010,9000000052,000010,M,J,66.0,28165.5,USD,2024-02-25,110000,EA
100,1000000053,000010,8000000053,000010,J,C,23.0,28074.03,USD,2024-04-25,100000,EA
100,1000000053,000020,8000000053,000020,J,C,200.0,297222.0,USD,2024-04-25,100000,EA
100,8000000053,000010,9000000053,000010,M,J,23.0,28074.03,USD,2024-04-26,110000,EA
100,8000000053,000020,9000000053,000020,M,J,200.0,297222.0,USD,2024-04-26,110000,EA
100,1000000055,000010,8000000055,000010,J,C,159.0,49105.56,USD,2024-07-25,100000,EA
100,8000000055,000010,9000000055,000010,M,J,159.0,49105.56,USD,2024-07-26,110000,EA
100,1000000056,000010,8000000056,000010,J,C,8.0,11128.48,USD,2024-04-18,100000,EA
100,8000000056,000010,9000000056,000010,M,J,8.0,11128.48,USD,2024-04-21,110000,EA
100,1000000057,000010,8000000057,000010,J,C,32.0,10084.16,USD,2024-03-18,100000,EA
100,1000000058,000010,8000000058,000010,J,C,173.0,13487.08,USD,2024-10-13,100000,EA
100,1000000058,000020,8000000058,000020,J,C,25.0,30795.75,USD,2024-10-13,100000,EA
100,8000000058,000010,9000000058,000010,M,J,173.0,13487.08,USD,2024-10-18,110000,EA
100,8000000058,000020,9000000058,000020,M,J,25.0,30795.75,USD,2024-10-18,110000,EA
100,1000000059,000010,8000000059,000010,J,C,190.0,155473.2,USD,2024-05-06,100000,EA
100,1000000059,000020,8000000059,000020,J,C,10.0,17749.3,USD,2024-05-06,100000,EA
100,8000000059,000010,9000000059,000010,M,J,190.0,155473.2,USD,2024-05-10,110000,EA
100,8000000059,000020,9000000059,000020,M,J,10.0,17749.3,USD,2024-05-10,110000,EA
100,1000000060,000010,8000000060,000010,J,C,66.0,126325.32,USD,2024-08-25,100000,EA
100,1000000061,000010,8000000061,000010,J,C,147.0,28916.37,USD,2024-06-20,100000,EA
100,8000000061,000010,9000000061,000010,M,J,147.0,28916.37,USD,2024-06-21,110000,EA
100,1000000062,000010,8000000062,000010,J,C,155.0,86595.4,USD,2024-06-02,100000,EA
100,8000000062,000010,9000000062,000010,M,J,155.0,86595.4,USD,2024-06-06,110000,EA
100,1000000063,000010,8000000063,000010,J,C,36.0,8583.48,USD,2024-10-13,100000,EA
100,1000000064,000010,8000000064,000010,J,C,12.0,13755.96,USD,2024-04-24,100000,EA
100,8000000064,000010,9000000064,000010,M,J,12.0,13755.96,USD,2024-04-28,110000,EA
100,1000000065,000010,8000000065,000010,J,C,27.0,30533.76,USD,2024-07-14,100000,EA
100,1000000065,000020,8000000065,000020,J,C,114.0,151802.4,USD,2024-07-14,100000,EA
100,8000000065,000010,9000000065,000010,M,J,20.0,22617.6,USD,2024-07-15,110000,EA
100,8000000065,000020,9000000065,000020,M,J,143.0,190418.8,USD,2024-07-15,110000,EA
100,1000000066,000010,8000000066,000010,J,C,129.0,6852.48,USD,2024-05-10,100000,EA
100,1000000066,000020,8000000066,000020,J,C,68.0,115642.16,USD,2024-05-10,100000,EA
100,8000000066,000010,9000000066,000010,M,J,129.0,6852.48,USD,2024-05-15,110000,EA
100,8000000066,000020,9000000066,000020,M,J,68.0,115642.16,USD,2024-05-15,110000,EA
100,1000000067,000010,8000000067,000010,J,C,53.0,91403.8,USD,2024-07-06,100000,EA
100,8000000067,000010,9000000067,000010,M,J,53.0,91403.8,USD,2024-07-11,110000,EA
100,1000000068,000010,8000000068,000010,J,C,132.0,38388.24,USD,2024-01-30,100000,EA
100,8000000068,000010,9000000068,000010,M,J,132.0,38388.24,USD,2024-02-04,110000,EA
100,1000000069,000010,8000000069,000010,J,C,45.0,58533.3,USD,2024-02-17,100000,EA
100,1000000069,000020,8000000069,000020,J,C,180.0,241331.4,USD,2024-02-17,100000,EA
100,8000000069,000010,9000000069,000010,M,J,45.0,58533.3,USD,2024-02-21,110000,EA
100,8000000069,000020,9000000069,000020,M,J,180.0,241331.4,USD,2024-02-21,110000,EA
100,1000000070,000010,8000000070,000010,J,C,23.0,18754.43,USD,2024-09-27,100000,EA
100,8000000070,000010,9000000070,000010,M,J,23.0,18754.43,USD,2024-10-01,110000,EA
100,1000000071,000010,8000000071,000010,J,C,125.0,161227.5,USD,2024-03-02,100000,EA
100,8000000071,000010,9000000071,000010,M,J,125.0,161227.5,USD,2024-03-03,110000,EA
100,1000000072,000010,8000000072,000010,J,C,149.0,154268.64,USD,2024-06-04,100000,EA
100,8000000072,000010,9000000072,000010,M,J,149.0,154268.64,USD,2024-06-07,110000,EA
100,1000000073,000010,8000000073,000010,J,C,83.0,96753.93,USD,2024-08-03,100000,EA
100,1000000074,000010,8000000074,000010,J,C,181.0,156984.92,USD,2024-06-02,100000,EA
100,1000000075,000010,8000000075,000010,J,C,44.0,68505.36,USD,2024-07-15,100000,EA
100,8000000075,000010,9000000075,000010,M,J,44.0,68505.36,USD,2024-07-17,110000,EA
100,1000000076,000010,8000000076,000010,J,C,135.0,199520.55,USD,2024-04-04,100000,EA
100,8000000076,000010,9000000076,000010,M,J,135.0,199520.55,USD,2024-04-07,110000,EA
100,1000000077,000010,8000000077,000010,J,C,23.0,33172.67,USD,2024-03-29,100000,EA
100,8000000077,000010,9000000077,000010,M,J,23.0,33172.67,USD,2024-04-02,110000,EA
100,1000000078,000010,8000000078,000010,J,C,89.0,70915.2,USD,2024-09-12,100000,EA
100,8000000078,000010,9000000078,000010,M,J,89.0,70915.2,USD,2024-09-16,110000,EA
100,1000000079,000010,8000000079,000010,J,C,97.0,173146.94,USD,2024-04-12,100000,EA
100,8000000079,000010,9000000079,000010,M,J,97.0,173146.94,USD,2024-04-13,110000,EA
100,1000000080,000010,8000000080,000010,J,C,4.0,7876.8,USD,2024-05-17,100000,EA
100,8000000080,000010,9000000080,000010,M,J,4.0,7876.8,USD,2024-05-22,110000,EA
100,1000000081,000010,8000000081,000010,J,C,23.0,29503.48,USD,2024-01-23,100000,EA
100,1000000081,000020,8000000081,000020,J,C,29.0,5056.73,USD,2024-01-23,100000,EA
100,8000000081,000010,9000000081,000010,M,J,18.0,23089.68,USD,2024-01-28,110000,EA
100,8000000081,000020,9000000081,000020,M,J,24.0,4184.88,USD,2024-01-28,110000,EA
100,1000000082,000010,8000000082,000010,J,C,195.0,108889.95,USD,2024-02-25,100000,EA
100,8000000082,000010,9000000082,000010,M,J,195.0,108889.95,USD,2024-03-03,110000,EA
100,1000000083,000010,8000000083,000010,J,C,104.0,124620.08,USD,2024-09-21,100000,EA
100,8000000083,000010,9000000083,000010,M,J,104.0,124620.08,USD,2024-09-25,110000,EA
100,1000000084,000010,8000000084,000010,J,C,157.0,169005.79,USD,2024-03-11,100000,EA
100,1000000084,000020,8000000084,000020,J,C,161.0,54199.04,USD,2024-03-11,100000,EA
100,8000000084,000010,9000000084,000010,M,J,157.0,169005.79,USD,2024-03-12,110000,EA
100,8000000084,000020,9000000084,000020,M,J,161.0,54199.04,USD,2024-03-12,110000,EA
100,1000000085,000010,8000000085,000010,J,C,163.0,78350.84,USD,2024-03-04,100000,EA
100,1000000086,000010,8000000086,000010,J,C,112.0,170876.16,USD,2024-10-06,100000,EA
100,1000000086,000020,8000000086,000020,J,C,178.0,128752.74,USD,2024-10-06,100000,EA
100,8000000086,000010,9000000086,000010,M,J,112.0,170876.16,USD,2024-10-07,110000,EA
100,8000000086,000020,9000000086,000020,M,J,178.0,128752.74,USD,2024-10-07,110000,EA
100,1000000087,000010,8000000087,000010,J,C,48.0,89705.28,USD,2024-02-13,100000,EA
100,1000000088,000010,8000000088,000010,J,C,176.0,284262.88,USD,2024-09-30,100000,EA
100,1000000088,000020,8000000088,000020,J,C,46.0,68545.06,USD,2024-09-30,100000,EA
100,8000000088,000010,9000000088,000010,M,J,176.0,284262.88,USD,2024-10-03,110000,EA
100,8000000088,000020,9000000088,000020,M,J,46.0,68545.06,USD,2024-10-03,110000,EA
100,1000000089,000010,8000000089,000010,J,C,191.0,354574.31,USD,2024-10-01,100000,EA
100,1000000090,000010,8000000090,000010,J,C,112.0,70436.8,USD,2024-11-04,100000,EA
100,1000000091,000010,8000000091,000010,J,C,185.0,95102.95,USD,2024-05-10,100000,EA
100,1000000091,000020,8000000091,000020,J,C,187.0,351343.08,USD,2024-05-10,100000,EA
100,8000000091,000010,9000000091,000010,M,J,185.0,95102.95,USD,2024-05-17,110000,EA
100,8000000091,000020,9000000091,000020,M,J,187.0,351343.08,USD,2024-05-17,110000,EA
100,1000000093,000010,8000000093,000010,J,C,112.0,30453.92,USD,2024-10-06,100000,EA
100,8000000093,000010,9000000093,000010,M,J,112.0,30453.92,USD,2024-10-10,110000,EA
100,1000000094,000010,8000000094,000010,J,C,41.0,62271.21,USD,2024-10-20,100000,EA
100,1000000094,000020,8000000094,000020,J,C,30.0,34717.8,USD,2024-10-20,100000,EA
100,8000000094,000010,9000000094,000010,M,J,41.0,62271.21,USD,2024-10-24,110000,EA
100,8000000094,000020,9000000094,000020,M,J,30.0,34717.8,USD,2024-10-24,110000,EA
100,1000000095,000010,8000000095,000010,J,C,81.0,20667.15,USD,2024-09-28,100000,EA
100,1000000096,000010,8000000096,000010,J,C,105.0,59373.3,USD,2024-02-13,100000,EA
100,1000000096,000020,8000000096,000020,J,C,43.0,55529.34,USD,2024-02-13,100000,EA
100,8000000096,000010,9000000096,000010,M,J,105.0,59373.3,USD,2024-02-15,110000,EA
100,8000000096,000020,9000000096,000020,M,J,43.0,55529.34,USD,2024-02-15,110000,EA
100,1000000097,000010,8000000097,000010,J,C,137.0,70124.82,USD,2024-08-25,100000,EA
100,8000000097,000010,9000000097,000010,M,J,137.0,70124.82,USD,2024-08-30,110000,EA
100,1000000098,000010,8000000098,000010,J,C,93.0,85616.73,USD,2024-01-16,100000,EA
100,8000000098,000010,9000000098,000010,M,J,118.0,108631.98,USD,2024-01-18,110000,EA
100,1000000099,000010,8000000099,000010,J,C,80.0,149580.8,USD,2024-08-23,100000,EA
100,1000000099,000020,8000000099,000020,J,C,58.0,82712.64,USD,2024-08-23,100000,EA
100,8000000099,000010,9000000099,000010,M,J,122.0,228110.72,USD,2024-08-24,110000,EA
100,8000000099,000020,9000000099,000020,M,J,68.0,96973.44,USD,2024-08-24,110000,EA
100,1000000100,000010,8000000100,000010,J,C,127.0,180072.03,USD,2024-03-25,100000,EA
100,8000000100,000010,9000000100,000010,M,J,127.0,180072.03,USD,2024-03-30,110000,EA
100,1000000101,000010,8000000101,000010,J,C,13.0,10733.06,USD,2024-05-02,100000,EA
100,8000000101,000010,9000000101,000010,M,J,13.0,10733.06,USD,2024-05-03,110000,EA
100,1000000102,000010,8000000102,000010,J,C,112.0,209478.08,USD,2024-07-14,100000,EA
100,1000000102,000020,8000000102,000020,J,C,159.0,23547.9,USD,2024-07-14,100000,EA
100,8000000102,000010,9000000102,000010,M,J,112.0,209478.08,USD,2024-07-19,110000,EA
100,8000000102,000020,9000000102,000020,M,J,159.0,23547.9,USD,2024-07-19,110000,EA
100,1000000103,000010,8000000103,000010,J,C,4.0,7422.24,USD,2024-03-09,100000,EA
100,1000000104,000010,8000000104,000010,J,C,180.0,231166.8,USD,2024-08-15,100000,EA
100,8000000104,000010,9000000104,000010,M,J,180.0,231166.8,USD,2024-08-16,110000,EA
100,1000000105,000010,8000000105,000010,J,C,115.0,226646.6,USD,2024-03-04,100000,EA
100,1000000106,000010,8000000106,000010,J,C,178.0,268279.82,USD,2024-04-03,100000,EA
100,1000000106,000020,8000000106,000020,J,C,16.0,19653.76,USD,2024-04-03,100000,EA
100,1000000107,000010,8000000107,000010,J,C,153.0,67411.8,USD,2024-01-28,100000,EA
100,8000000107,000010,9000000107,000010,M,J,153.0,67411.8,USD,2024-02-01,110000,EA
100,1000000108,000010,8000000108,000010,J,C,115.0,24598.5,USD,2024-05-03,100000,EA
100,8000000108,000010,9000000108,000010,M,J,115.0,24598.5,USD,2024-05-05,110000,EA
100,1000000109,000010,8000000109,000010,J,C,192.0,239318.4,USD,2024-04-20,100000,EA
100,8000000109,000010,9000000109,000010,M,J,192.0,239318.4,USD,2024-04-22,110000,EA
100,1000000111,000010,8000000111,000010,J,C,14.0,24618.02,USD,2024-06-16,100000,EA
100,8000000111,000010,9000000111,000010,M,J,22.0,38685.46,USD,2024-06-21,110000,EA
100,1000000112,000010,8000000112,000010,J,C,146.0,74843.98,USD,2024-10-02,100000,EA
100,8000000112,000010,9000000112,000010,M,J,146.0,74843.98,USD,2024-10-06,110000,EA
100,1000000113,000010,8000000113,000010,J,C,137.0,143243.09,USD,2024-08-24,100000,EA
100,8000000113,000010,9000000113,000010,M,J,137.0,143243.09,USD,2024-08-26,110000,EA
100,1000000114,000010,8000000114,000010,J,C,143.0,72342.27,USD,2024-03-07,100000,EA
100,8000000114,000010,9000000114,000010,M,J,143.0,72342.27,USD,2024-03-08,110000,EA
100,1000000116,000010,8000000116,000010,J,C,56.0,41099.52,USD,2024-08-16,100000,EA
100,8000000116,000010,9000000116,000010,M,J,56.0,41099.52,USD,2024-08-17,110000,EA
100,1000000118,000010,8000000118,000010,J,C,23.0,28407.76,USD,2024-01-29,100000,EA
100,1000000119,000010,8000000119,000010,J,C,42.0,21775.74,USD,2024-07-09,100000,EA
100,1000000120,000010,8000000120,000010,J,C,68.0,99098.44,USD,2024-08-18,100000,EA
100,8000000120,000010,9000000120,000010,M,J,68.0,99098.44,USD,2024-08-19,110000,EA
100,1000000121,000010,8000000121,000010,J,C,120.0,127728.0,USD,2024-08-25,100000,EA
100,8000000121,000010,9000000121,000010,M,J,120.0,127728.0,USD,2024-08-30,110000,EA
100,1000000122,000010,8000000122,000010,J,C,59.0,21005.77,USD,2024-04-25,100000,EA
100,1000000122,000020,8000000122,000020,J,C,35.0,9125.9,USD,2024-04-25,100000,EA
100,8000000122,000010,9000000122,000010,M,J,59.0,21005.77,USD,2024-04-28,110000,EA
100,8000000122,000020,9000000122,000020,M,J,35.0,9125.9,USD,2024-04-28,110000,EA
100,1000000123,000010,8000000123,000010,J,C,99.0,78857.46,USD,2024-04-01,100000,EA
100,8000000123,000010,9000000123,000010,M,J,99.0,78857.46,USD,2024-04-06,110000,EA
100,1000000124,000010,8000000124,000010,J,C,107.0,8998.7,USD,2024-06-25,100000,EA
100,8000000124,000010,9000000124,000010,M,J,107.0,8998.7,USD,2024-06-28,110000,EA
100,1000000125,000010,8000000125,000010,J,C,101.0,165627.88,USD,2024-06-23,100000,EA
100,8000000125,000010,9000000125,000010,M,J,101.0,165627.88,USD,2024-06-28,110000,EA
100,1000000126,000010,8000000126,000010,J,C,71.0,15674.67,USD,2024-07-14,100000,EA
100,8000000126,000010,9000000126,000010,M,J,71.0,15674.67,USD,2024-07-15,110000,EA
100,1000000127,000010,8000000127,000010,J,C,80.0,61406.4,USD,2024-09-07,100000,EA
100,8000000127,000010,9000000127,000010,M,J,58.0,44519.64,USD,2024-09-11,110000,EA
100,1000000128,000010,8000000128,000010,J,C,89.0,41674.25,USD,2024-06-05,100000,EA
100,1000000128,000020,8000000128,000020,J,C,89.0,148589.06,USD,2024-06-05,100000,EA
100,8000000128,000010,9000000128,000010,M,J,89.0,41674.25,USD,2024-06-10,110000,EA
100,8000000128,000020,9000000128,000020,M,J,89.0,148589.06,USD,2024-06-10,110000,EA
100,1000000129,000010,8000000129,000010,J,C,145.0,72450.7,USD,2024-09-19,100000,EA
100,8000000129,000010,9000000129,000010,M,J,145.0,72450.7,USD,2024-09-21,110000,EA
100,1000000130,000010,8000000130,000010,J,C,185.0,315321.4,USD,2024-07-25,100000,EA
100,8000000130,000010,9000000130,000010,M,J,185.0,315321.4,USD,2024-07-26,110000,EA
100,1000000131,000010,8000000131,000010,J,C,94.0,140387.12,USD,2024-08-06,100000,EA
100,1000000132,000010,8000000132,000010,J,C,134.0,88271.16,USD,2024-10-16,100000,EA
100,8000000132,000010,9000000132,000010,M,J,134.0,88271.16,USD,2024-10-18,110000,EA
100,1000000133,000010,8000000133,000010,J,C,66.0,50044.5,USD,2024-05-05,100000,EA
100,1000000133,000020,8000000133,000020,J,C,83.0,137655.5,USD,2024-05-05,100000,EA
100,1000000134,000010,8000000134,000010,J,C,22.0,35299.88,USD,2024-06-15,100000,EA
100,8000000134,000010,9000000134,000010,M,J,22.0,35299.88,USD,2024-06-19,110000,EA
100,1000000135,000010,8000000135,000010,J,C,103.0,39494.32,USD,2024-09-14,100000,EA
100,1000000135,000020,8000000135,000020,J,C,99.0,145763.64,USD,2024-09-14,100000,EA
100,1000000136,000010,8000000136,000010,J,C,44.0,81337.52,USD,2024-06-02,100000,EA
100,8000000136,000010,9000000136,000010,M,J,44.0,81337.52,USD,2024-06-07,110000,EA
