MANDT,BELNR,GJAHR,DOCLB,EBELN,EBELP,ZEKKN,MATNR,BWKEY,BUKRS,WRBTR,SHKZG,MWSKZ,MENGE,BSTME,EREKZ
100,5100000067,2024,000002,4500000067,00020,0,MAT00007,P003,1000,9775.5,S,I1,35.0,EA,
100,5100000068,2024,000001,4500000068,00010,0,MAT00018,P001,1000,113659.0,S,I1,325.0,EA,
100,5100000069,2024,000001,4500000069,00010,0,MAT00010,P003,1000,96094.88,S,I1,196.0,EA,
100,5100000070,2024,000001,4500000070,00010,0,MAT00004,P003,1000,60191.32,S,I1,454.0,EA,
100,5100000071,2024,000001,4500000071,00010,0,MAT00003,P002,1000,45804.46,S,I1,442.0,EA,
100,5100000071,2024,000002,4500000071,00020,0,MAT00008,P002,1000,51739.38,S,I1,198.0,EA,
100,5100000072,2024,000001,4500000072,00010,0,MAT00006,P002,1000,35296.11,S,I1,171.0,EA,
100,5100000073,2024,000001,4500000073,00010,0,MAT00009,P003,1000,95337.3,S,I1,337.0,EA,
100,5100000074,2024,000001,4500000074,00010,0,MAT00008,P003,1000,17135.85,S,I1,355.0,EA,
100,5100000075,2024,000001,4500000075,00010,0,MAT00005,P002,1000,8989.66,S,I1,38.0,EA,
100,5100000076,2024,000001,4500000076,00010,0,MAT00014,P002,1000,119021.4,S,I1,324.0,EA,
100,5100000077,2024,000001,4500000077,00010,0,MAT00001,P003,1000,78850.84,S,I1,362.0,EA,
100,5100000078,2024,000001,4500000078,00010,0,MAT00004,P001,1000,13589.4,S,I1,355.0,EA,
100,5100000079,2024,000001,4500000079,00010,0,MAT00021,P003,1000,159650.16,S,I1,471.0,EA,
100,5100000080,2024,000001,4500000080,00010,0,MAT00018,P001,1000,9804.0,S,I1,76.0,EA,
100,5100000081,2024,000001,4500000081,00010,0,MAT00016,P003,1000,13954.74,S,I1,114.0,EA,
100,5100000082,2024,000001,4500000082,00010,0,MAT00004,P003,1000,40863.36,S,I1,192.0,EA,
100,5100000083,2024,000001,4500000083,00010,0,MAT00015,P003,1000,21946.99,S,I1,79.0,EA,
100,5100000084,2024,000001,4500000084,00010,0,MAT00002,P003,1000,3644.03,S,I1,13.0,EA,
100,5100000084,2024,000002,4500000084,00020,0,MAT00010,P003,1000,35416.44,S,I1,108.0,EA,
100,5100000085,2024,000001,4500000085,00010,0,MAT00003,P003,1000,78248.43,S,I1,243.0,EA,
100,5100000086,2024,000001,4500000086,00010,0,MAT00018,P001,1000,143169.65,S,I1,481.0,EA,
100,5100000087,2024,000001,4500000087,00010,0,MAT00011,P002,1000,124198.4,S,I1,496.0,EA,
100,5100000088,2024,000001,4500000088,00010,0,MAT00011,P001,1000,107578.24,S,I1,472.0,EA,
100,5100000089,2024,000001,4500000089,00010,0,MAT00010,P002,1000,205004.6,S,I1,452.0,EA,
100,5100000090,2024,000001,4500000090,00010,0,MAT00009,P002,1000,31851.82,S,I1,301.0,EA,
100,5100000091,2024,000001,4500000091,00010,0,MAT00020,P001,1000,234100.44,S,I1,483.0,EA,
100,5100000092,2024,000001,4500000092,00010,0,MAT00010,P003,1000,81684.15,S,I1,255.0,EA,
100,5100000093,2024,000001,4500000093,00010,0,MAT00012,P002,1000,30747.36,S,I1,336.0,EA,
100,5100000093,2024,000002,4500000093,00020,0,MAT00013,P002,1000,38539.26,S,I1,138.0,EA,
100,5100000094,2024,000001,4500000094,00010,0,MAT00015,P002,1000,54602.1,S,I1,243.0,EA,
100,5100000095,2024,000001,4500000095,00010,0,MAT00011,P003,1000,20879.04,S,I1,208.0,EA,
100,5100000096,2024,000001,4500000096,00010,0,MAT00012,P003,1000,60143.91,S,I1,139.0,EA,
100,5100000097,2024,000001,4500000097,00010,0,MAT00011,P003,1000,34978.0,S,I1,100.0,EA,
100,5100000097,2024,000002,4500000097,00020,0,MAT00003,P003,1000,13873.17,S,I1,41.0,EA,
100,5100000098,2024,000001,4500000098,00010,0,MAT00023,P003,1000,114794.26,S,I1,287.0,EA,
100,5100000098,2024,000002,4500000098,00020,0,MAT00008,P003,1000,6064.8,S,I1,112.0,EA,
100,5100000099,2024,000001,4500000099,00010,0,MAT00008,P001,1000,65205.14,S,I1,182.0,EA,
100,5100000100,2024,000001,4500000100,00010,0,MAT00017,P002,1000,215685.6,S,I1,496.0,EA,
100,5100000101,2024,000001,4500000101,00010,0,MAT00017,P003,1000,1905.7,S,I1,170.0,EA,
100,5100000102,2024,000001,4500000102,00010,0,MAT00002,P002,1000,30547.75,S,I1,71.0,EA,
100,5100000102,2024,000002,4500000102,00020,0,MAT00002,P002,1000,28273.44,S,I1,78.0,EA,
100,5100000103,2024,000001,4500000103,00010,0,MAT00001,P001,1000,29778.33,S,I1,69.0,EA,
100,5100000104,2024,000001,4500000104,00010,0,MAT00003,P003,1000,82261.74,S,I1,226.0,EA,
100,5100000105,2024,000001,4500000105,00010,0,MAT00008,P001,1000,141363.5,S,I1,425.0,EA,
100,5100000106,2024,000001,4500000106,00010,0,MAT00017,P001,1000,84220.0,S,I1,200.0,EA,
100,5100000107,2024,000001,4500000107,00010,0,MAT00014,P003,1000,23153.13,S,I1,273.0,EA,
100,5100000108,2024,000001,4500000108,00010,0,MAT00004,P001,1000,60495.66,S,I1,162.0,EA,
100,5100000108,2024,000002,4500000108,00020,0,MAT00013,P001,1000,51772.0,S,I1,175.0,EA,
100,5100000109,2024,000001,4500000109,00010,0,MAT00016,P003,1000,174345.91,S,I1,389.0,EA,
100,5100000109,2024,000002,4500000109,00020,0,MAT00014,P003,1000,3878.64,S,I1,12.0,EA,
100,5100000110,2024,000001,4500000110,00010,0,MAT00017,P001,1000,62747.56,S,I1,148.0,EA,
100,5100000111,2024,000001,4500000111,00010,0,MAT00018,P003,1000,22289.0,S,I1,124.0,EA,
100,5100000112,2024,000001,4500000112,00010,0,MAT00008,P002,1000,3136.12,S,I1,52.0,EA,
100,5100000112,2024,000002,4500000112,00020,0,MAT00013,P002,1000,30658.16,S,I1,82.0,EA,
100,5100000113,2024,000001,4500000113,00010,0,MAT00015,P001,1000,30116.79,S,I1,87.0,EA,
100,5100000114,2024,000001,4500000114,00010,0,MAT00004,P002,1000,15706.8,S,I1,40.0,EA,
100,5100000115,2024,000001,4500000115,00010,0,MAT00011,P002,1000,26790.4,S,I1,92.0,EA,
100,5100000115,2024,000002,4500000115,00020,0,MAT00001,P002,1000,31327.5,S,I1,125.0,EA,
100,5100000116,2024,000001,4500000116,00010,0,MAT00013,P001,1000,112930.87,S,I1,247.0,EA,
100,5100000117,2024,000001,4500000117,00010,0,MAT00008,P001,1000,17166.6,S,I1,459.0,EA,
100,5100000117,2024,000002,4500000117,00020,0,MAT00010,P001,1000,26405.15,S,I1,115.0,EA,
100,5100000118,2024,000001,4500000118,00010,0,MAT00005,P001,1000,71469.44,S,I1,424.0,EA,
100,5100000119,2024,000001,4500000119,00010,0,MAT00021,P002,1000,47278.44,S,I1,396.0,EA,
100,5100000120,2024,000001,4500000120,00010,0,MAT00020,P001,1000,37013.48,S,I1,469.0,EA,
100,5100000121,2024,000001,4500000121,00010,0,MAT00014,P003,1000,80727.28,S,I1,194.0,EA,
100,5100000121,2024,000002,4500000121,00020,0,MAT00007,P003,1000,1413.0,S,I1,36.0,EA,
100,5100000122,2024,000001,4500000122,00010,0,MAT00022,P003,1000,9865.78,S,I1,34.0,EA,
100,5100000123,2024,000001,4500000123,00010,0,MAT00003,P001,1000,95100.2,S,I1,395.0,EA,
100,5100000124,2024,000001,4500000124,00010,0,MAT00005,P001,1000,86417.1,S,I1,406.0,EA,
100,5100000124,2024,000002,4500000124,00020,0,MAT00012,P001,1000,2793.36,S,I1,12.0,EA,
100,5100000125,2024,000001,4500000125,00010,0,MAT00011,P001,1000,120759.75,S,I1,281.0,EA,
100,5100000126,2024,000001,4500000126,00010,0,MAT00018,P003,1000,102964.17,S,I1,331.0,EA,
100,5100000126,2024,000002,4500000126,00020,0,MAT00005,P003,1000,3517.2,S,I1,180.0,EA,
100,5100000127,2024,000001,4500000127,00010,0,MAT00014,P001,1000,7245.22,S,I1,193.0,EA,
100,5100000127,2024,000002,4500000127,00020,0,MAT00001,P001,1000,10152.54,S,I1,54.0,EA,
100,5100000128,2024,000001,4500000128,00010,0,MAT00012,P003,1000,26671.32,S,I1,417.0,EA,
100,5100000129,2024,000001,4500000129,00010,0,MAT00008,P003,1000,157270.96,S,I1,484.0,EA,
100,5100000130,2024,000001,4500000130,00010,0,MAT00010,P003,1000,160001.66,S,I1,494.0,EA,
100,5100000131,2024,000001,4500000131,00010,0,MAT00013,P002,1000,103637.1,S,I1,357.0,EA,
100,5100000132,2024,000001,4500000132,00010,0,MAT00009,P001,1000,9940.86,S,I1,54.0,EA,
100,5100000133,2024,000001,4500000133,00010,0,MAT00022,P002,1000,15428.88,S,I1,36.0,EA,
100,5100000134,2024,000001,4500000134,00010,0,MAT00015,P003,1000,110160.05,S,I1,385.0,EA,
100,5100000135,2024,000001,4500000135,00010,0,MAT00023,P003,1000,49025.32,S,I1,257.0,EA,
100,5100000135,2024,000002,4500000135,00020,0,MAT00006,P003,1000,12164.56,S,I1,151.0,EA,
100,5100000136,2024,000001,4500000136,00010,0,MAT00022,P001,1000,74548.56,S,I1,348.0,EA,
100,5100000137,2024,000001,4500000137,00010,0,MAT00010,P003,1000,11543.16,S,I1,107.0,EA,
100,5100000138,2024,000001,4500000138,00010,0,MAT00004,P001,1000,95147.55,S,I1,261.0,EA,
100,5100000139,2024,000001,4500000139,00010,0,MAT00005,P001,1000,67622.66,S,I1,478.0,EA,
100,5100000140,2024,000001,4500000140,00010,0,MAT00023,P001,1000,112655.07,S,I1,457.0,EA,
100,5100000141,2024,000001,4500000141,00010,0,MAT00001,P001,1000,140391.79,S,I1,287.0,EA,
100,5100000142,2024,000001,4500000142,00010,0,MAT00011,P001,1000,38702.37,S,I1,119.0,EA,
100,5100000142,2024,000002,4500000142,00020,0,MAT00008,P001,1000,2539.5,S,I1,150.0,EA,
100,5100000143,2024,000001,4500000143,00010,0,MAT00015,P002,1000,80346.42,S,I1,242.0,EA,
100,5100000144,2024,000001,4500000144,00010,0,MAT00009,P003,1000,47491.85,S,I1,203.0,EA,
100,5100000145,2024,000001,4500000145,00010,0,MAT00023,P003,1000,60854.0,S,I1,200.0,EA,
100,5100000146,2024,000001,4500000146,00010,0,MAT00023,P003,1000,124718.4,S,I1,360.0,EA,
100,5100000147,2024,000001,4500000147,00010,0,MAT00001,P003,1000,27412.02,S,I1,81.0,EA,
100,5100000148,2024,000001,4500000148,00010,0,MAT00021,P003,1000,140440.0,S,I1,400.0,EA,
100,5100000149,2024,000001,4500000149,00010,0,MAT00019,P003,1000,14928.76,S,I1,154.0,EA,
100,5100000150,2024,000001,4500000150,00010,0,MAT00002,P002,1000,123091.27,S,I1,389.0,EA,
100,5100000151,2024,000001,4500000151,00010,0,MAT00022,P002,1000,44319.6,S,I1,117.0,EA,
100,5100000152,2024,000001,4500000152,00010,0,MAT00016,P002,1000,8408.45,S,I1,167.0,EA,
100,5100000153,2024,000001,4500000153,00010,0,MAT00002,P001,1000,18566.55,S,I1,45.0,EA,
100,5100000154,2024,000001,4500000154,00010,0,MAT00023,P003,1000,52604.16,S,I1,152.0,EA,
100,5100000155,2024,000001,4500000155,00010,0,MAT00022,P003,1000,19849.98,S,I1,282.0,EA,
100,5100000156,2024,000001,4500000156,00010,0,MAT00007,P001,1000,10555.2,S,I1,288.0,EA,
100,5100000157,2024,000001,4500000157,00010,0,MAT00007,P002,1000,49851.36,S,I1,312.0,EA,
100,5100000158,2024,000001,4500000158,00010,0,MAT00016,P001,1000,44851.2,S,I1,160.0,EA,
100,5100000159,2024,000001,4500000159,00010,0,MAT00019,P003,1000,137828.88,S,I1,276.0,EA,
100,5100000159,2024,000002,4500000159,00020,0,MAT00011,P003,1000,20069.92,S,I1,52.0,EA,
100,5100000160,2024,000001,4500000160,00010,0,MAT00002,P003,1000,7831.82,S,I1,41.0,EA,
100,5100000161,2024,000001,4500000161,00010,0,MAT00019,P002,1000,62394.57,S,I1,189.0,EA,
100,5100000162,2024,000001,4500000162,00010,0,MAT00003,P002,1000,7317.24,S,I1,84.0,EA,
100,5100000163,2024,000001,4500000163,00010,0,MAT00005,P001,1000,5052.35,S,I1,37.0,EA,
100,5100000164,2024,000001,4500000164,00010,0,MAT00020,P003,1000,159834.7,S,I1,346.0,EA,
100,5100000165,2024,000001,4500000165,00010,0,MAT00003,P003,1000,2901.66,S,I1,274.0,EA,
100,5100000166,2024,000001,4500000166,00010,0,MAT00005,P003,1000,65503.38,S,I1,149.0,EA,
100,5100000167,2024,000001,4500000167,00010,0,MAT00009,P003,1000,49807.5,S,I1,145.0,EA,
100,5100000168,2024,000001,4500000168,00010,0,MAT00008,P003,1000,15286.31,S,I1,59.0,EA,
100,5100000169,2024,000001,4500000169,00010,0,MAT00020,P003,1000,14784.66,S,I1,38.0,EA,
100,5100000169,2024,000002,4500000169,00020,0,MAT00006,P003,1000,525.72,S,I1,52.0,EA,
100,5100000170,2024,000001,4500000170,00010,0,MAT00009,P003,1000,135932.2,S,I1,466.0,EA,
100,5100000171,2024,000001,4500000171,00010,0,MAT00013,P002,1000,68647.04,S,I1,176.0,EA,
100,5100000172,2024,000001,4500000172,00010,0,MAT00008,P003,1000,19467.0,S,I1,412.0,EA,
100,5100000173,2024,000001,4500000173,00010,0,MAT00008,P001,1000,157270.15,S,I1,461.0,EA,
100,5100000173,2024,000002,4500000173,00020,0,MAT00005,P001,1000,25113.31,S,I1,83.0,EA,
100,5100000174,2024,000001,4500000174,00010,0,MAT00011,P001,1000,11044.21,S,I1,59.0,EA,
100,5100000175,2024,000001,4500000175,00010,0,MAT00004,P003,1000,43651.86,S,I1,222.0,EA,
100,5100000176,2024,000001,4500000176,00010,0,MAT00002,P002,1000,73507.17,S,I1,319.0,EA,
100,5100000177,2024,000001,4500000177,00010,0,MAT00010,P003,1000,92354.1,S,I1,249.0,EA,
100,5100000178,2024,000001,4500000178,00010,0,MAT00008,P001,1000,109777.12,S,I1,358.0,EA,
100,5100000179,2024,000001,4500000179,00010,0,MAT00007,P003,1000,18062.96,S,I1,41.0,EA,
100,5100000180,2024,000001,4500000180,00010,0,MAT00021,P003,1000,2559.62,S,I1,94.0,EA,
100,5100000181,2024,000001,4500000181,00010,0,MAT00012,P002,1000,8686.44,S,I1,54.0,EA,
100,5100000181,2024,000002,4500000181,00020,0,MAT00008,P002,1000,37251.4,S,I1,190.0,EA,
100,5100000182,2024,000001,4500000182,00010,0,MAT00013,P003,1000,83152.24,S,I1,316.0,EA,
100,5100000183,2024,000001,4500000183,00010,0,MAT00007,P002,1000,10215.24,S,I1,21.0,EA,
100,5100000184,2024,000001,4500000184,00010,0,MAT00011,P002,1000,28522.89,S,I1,141.0,EA,
100,5100000185,2024,000001,4500000185,00010,0,MAT00017,P002,1000,268446.1,S,I1,481.0,EA,
100,5100000186,2024,000001,4500000186,00010,0,MAT00019,P001,1000,142944.05,S,I1,485.0,EA,
100,5100000187,2024,000001,4500000187,00010,0,MAT00005,P003,1000,150788.88,S,I1,396.0,EA,
100,5100000188,2024,000001,4500000188,00010,0,MAT00011,P003,1000,12337.5,S,I1,282.0,EA,
100,5100000189,2024,000001,4500000189,00010,0,MAT00022,P001,1000,71175.88,S,I1,254.0,EA,
100,5100000190,2024,000001,4500000190,00010,0,MAT00002,P003,1000,20961.0,S,I1,45.0,EA,
100,5100000191,2024,000001,4500000191,00010,0,MAT00003,P003,1000,98736.15,S,I1,365.0,EA,
100,5100000191,2024,000002,4500000191,00020,0,MAT00007,P003,1000,13285.62,S,I1,177.0,EA,
100,5100000192,2024,000001,4500000192,00010,0,MAT00019,P003,1000,64963.35,S,I1,135.0,EA,
100,5100000193,2024,000001,4500000193,00010,0,MAT00004,P002,1000,14809.86,S,I1,78.0,EA,
100,5100000194,2024,000001,4500000194,00010,0,MAT00020,P003,1000,180994.24,S,I1,392.0,EA,
100,5100000195,2024,000001,4500000195,00010,0,MAT00005,P002,1000,215069.58,S,I1,486.0,EA,
100,5100000196,2024,000001,4500000196,00010,0,MAT00016,P003,1000,82641.3,S,I1,290.0,EA,
100,5100000197,2024,000001,4500000197,00010,0,MAT00012,P001,1000,14027.84,S,I1,32.0,EA,
100,5100000198,2024,000001,4500000198,00010,0,MAT00007,P001,1000,90812.02,S,I1,247.0,EA,
100,5100000199,2024,000001,4500000199,00010,0,MAT00013,P003,1000,8378.55,S,I1,433.0,EA,
100,5100000200,2024,000001,4500000200,00010,0,MAT00017,P001,1000,7125.0,S,I1,375.0,EA,
100,5100000201,2024,000001,4500000201,00010,0,MAT00011,P002,1000,97575.2,S,I1,368.0,EA,
100,5100000202,2024,000001,4500000202,00010,0,MAT00010,P003,1000,42759.09,S,I1,81.0,EA,
100,5100000203,2024,000001,4500000203,00010,0,MAT00007,P003,1000,118990.08,S,I1,384.0,EA,
100,5100000204,2024,000001,4500000204,00010,0,MAT00016,P001,1000,11636.82,S,I1,26.0,EA,
100,5100000204,2024,000002,4500000204,00020,0,MAT00015,P001,1000,10324.93,S,I1,53.0,EA,
100,5100000205,2024,000001,4500000205,00010,0,MAT00017,P001,1000,32642.15,S,I1,205.0,EA,
100,5100000206,2024,000001,4500000206,00010,0,MAT00014,P003,1000,104246.88,S,I1,232.0,EA,
100,5100000206,2024,000002,4500000206,00020,0,MAT00012,P003,1000,25481.6,S,I1,80.0,EA,
100,5100000207,2024,000001,4500000207,00010,0,MAT00014,P001,1000,72871.5,S,I1,481.0,EA,
100,5100000208,2024,000001,4500000208,00010,0,MAT00003,P002,1000,88924.8,S,I1,314.0,EA,
100,5100000208,2024,000002,4500000208,00020,0,MAT00005,P002,1000,3094.0,S,I1,70.0,EA,
100,5100000209,2024,000001,4500000209,00010,0,MAT00013,P002,1000,42977.2,S,I1,280.0,EA,
100,5100000210,2024,000001,4500000210,00010,0,MAT00014,P001,1000,91328.22,S,I1,498.0,EA,
100,5100000210,2024,000002,4500000210,00020,0,MAT00002,P001,1000,13538.14,S,I1,149.0,EA,
100,5100000211,2024,000001,4500000211,00010,0,MAT00001,P002,1000,58909.08,S,I1,204.0,EA,
100,5100000212,2024,000001,4500000212,00010,0,MAT00002,P002,1000,96457.68,S,I1,342.0,EA,
100,5100000213,2024,000001,4500000213,00010,0,MAT00020,P003,1000,153862.6,S,I1,430.0,EA,
100,5100000214,2024,000001,4500000214,00010,0,MAT00007,P002,1000,65798.5,S,I1,170.0,EA,
100,5100000215,2024,000001,4500000215,00010,0,MAT00004,P002,1000,47759.0,S,I1,163.0,EA,
100,5100000216,2024,000001,4500000216,00010,0,MAT00007,P001,1000,209110.16,S,I1,472.0,EA,
100,5100000216,2024,000002,4500000216,00020,0,MAT00002,P001,1000,4030.4,S,I1,80.0,EA,
