MANDT,VBELN,ERDAT,ERZET,ERNAM,ANGDT,BNDDT,AUDAT,VBTYP,AUART,AUGRU,NETWR,WAERK,VKORG,VTWEG,SPART,VKGRP,VKBUR,KNUMV,VDATU,KUNNR,LIFSK,FAKSK,BUKRS_VF,AEDAT,BSTNK,BSTDK,VSART,OBJNR,KKBER,VSBED
100,1000000031,2024-09-25,08:00:00,SALEUSER1,,,2024-09-25,C,ZOR,,120549.2,USD,1000,10,0,100,1000,5700000031,2024-10-02,C00001,,,1000,2024-09-25,CUST-PO-000031,2024-09-25,1,OR1000000031      ,1000,4.0
100,1000000032,2024-06-27,08:00:00,SALEUSER1,,,2024-06-27,C,OR,,10192.0,USD,1000,10,0,100,1000,5700000032,2024-07-09,C00002,,,1000,2024-06-27,CUST-PO-000032,2024-06-27,1,OR1000000032      ,1000,1.0
100,1000000033,2024-07-13,08:00:00,SALEUSER1,,,2024-07-13,C,FO,,329965.36,USD,1000,10,0,100,1000,5700000033,2024-07-31,C00002,,,1000,2024-07-13,CUST-PO-000033,2024-07-13,1,OR1000000033      ,1000,
100,1000000034,2024-02-15,08:00:00,SALEUSER2,,,2024-02-15,C,FO,,336084.45,USD,1000,10,0,100,1000,5700000034,2024-03-14,C00011,,,1000,2024-02-15,CUST-PO-000034,2024-02-15,1,OR1000000034      ,1000,2.0
100,1000000035,2024-09-15,08:00:00,SALEUSER3,,,2024-09-15,C,OR,,46559.04,USD,1000,10,0,100,1000,5700000035,2024-10-15,C00003,,,1000,2024-09-15,CUST-PO-000035,2024-09-15,1,OR1000000035      ,3000,
100,1000000036,2024-02-16,08:00:00,SALEUSER1,,,2024-02-16,C,OR,,318265.42,USD,1000,10,0,100,1000,5700000036,2024-03-11,C00006,,,1000,2024-02-16,CUST-PO-000036,2024-02-16,1,OR1000000036      ,1000,
100,1000000037,2024-04-25,08:00:00,SALEUSER2,,,2024-04-25,C,OR,,71240.4,USD,1000,10,0,100,1000,5700000037,2024-05-12,C00005,,8.0,1000,2024-04-25,CUST-PO-000037,2024-04-25,1,OR1000000037      ,3000,4.0
100,1000000038,2024-02-18,08:00:00,SALEUSER2,,,2024-02-18,C,OR,,130133.16,USD,1000,10,0,100,1000,5700000038,2024-02-28,C00014,,,1000,2024-02-18,CUST-PO-000038,2024-02-18,1,OR1000000038      ,2000,4.0
100,1000000039,2024-01-26,08:00:00,SALEUSER1,,,2024-01-26,C,FO,,84549.76,USD,1000,10,0,100,1000,5700000039,2024-02-22,C00015,,,1000,2024-01-26,CUST-PO-000039,2024-01-26,1,OR1000000039      ,3000,1.0
100,1000000040,2024-04-17,08:00:00,SALEUSER1,,,2024-04-17,C,OR,,8876.72,USD,1000,10,0,100,1000,5700000040,2024-04-28,C00012,,,1000,2024-04-17,CUST-PO-000040,2024-04-17,1,OR1000000040      ,3000,2.0
100,1000000041,2024-06-29,08:00:00,SALEUSER3,,,2024-06-29,C,OR,,32255.52,USD,1000,10,0,100,1000,5700000041,2024-07-21,C00012,2.0,,1000,2024-06-29,CUST-PO-000041,2024-06-29,1,OR1000000041      ,2000,4.0
100,1000000042,2024-07-07,08:00:00,SALEUSER3,,,2024-07-07,C,OR,,113163.0,USD,1000,10,0,100,1000,5700000042,2024-08-02,C00013,,,1000,2024-07-07,CUST-PO-000042,2024-07-07,1,OR1000000042      ,2000,1.0
100,1000000043,2024-04-27,08:00:00,SALEUSER2,,,2024-04-27,C,OR,,126110.4,USD,1000,10,0,100,1000,5700000043,2024-05-23,C00003,,,1000,2024-04-27,CUST-PO-000043,2024-04-27,1,OR1000000043      ,1000,3.0
100,1000000044,2024-07-16,08:00:00,SALEUSER1,,,2024-07-16,C,OR,,44496.15,USD,1000,10,0,100,1000,5700000044,2024-07-27,C00013,2.0,,1000,2024-07-16,CUST-PO-000044,2024-07-16,1,OR1000000044      ,1000,3.0
100,1000000045,2024-09-19,08:00:00,SALEUSER3,,,2024-09-19,C,ZOR,,247585.85,USD,1000,10,0,100,1000,5700000045,2024-10-08,C00013,,,1000,2024-09-19,CUST-PO-000045,2024-09-19,1,OR1000000045      ,1000,
100,1000000046,2024-05-29,08:00:00,SALEUSER3,,,2024-05-29,C,OR,,49379.9,USD,1000,10,0,100,1000,5700000046,2024-06-23,C00012,,,1000,2024-05-29,CUST-PO-000046,2024-05-29,1,OR1000000046      ,2000,3.0
100,1000000047,2024-08-10,08:00:00,SALEUSER2,,,2024-08-10,C,FO,,296382.46,USD,1000,10,0,100,1000,5700000047,2024-08-26,C00002,,,1000,2024-08-10,CUST-PO-000047,2024-08-10,1,OR1000000047      ,3000,4.0
100,1000000048,2024-09-23,08:00:00,SALEUSER2,,,2024-09-23,C,OR,,212345.72,USD,1000,10,0,100,1000,5700000048,2024-10-09,C00013,,,1000,2024-09-23,CUST-PO-000048,2024-09-23,1,OR1000000048      ,3000,
100,1000000049,2024-02-12,08:00:00,SALEUSER2,,,2024-02-12,C,OR,,12495.68,USD,1000,10,0,100,1000,5700000049,2024-03-09,C00003,,8.0,1000,2024-02-12,CUST-PO-000049,2024-02-12,1,OR1000000049      ,1000,2.0
100,1000000050,2024-01-14,08:00:00,SALEUSER1,,,2024-01-14,C,OR,,46023.95,USD,1000,10,0,100,1000,5700000050,2024-01-27,C00009,,,1000,2024-01-14,CUST-PO-000050,2024-01-14,1,OR1000000050      ,3000,1.0
100,1000000051,2024-06-14,08:00:00,SALEUSER1,,,2024-06-14,C,FO,,195902.0,USD,1000,10,0,100,1000,5700000051,2024-07-08,C00001,,,1000,2024-06-14,CUST-PO-000051,2024-06-14,1,OR1000000051      ,2000,
100,1000000052,2024-01-28,08:00:00,SALEUSER3,,,2024-01-28,C,OR,,28165.5,USD,1000,10,0,100,1000,5700000052,2024-02-19,C00009,,,1000,2024-01-28,CUST-PO-000052,2024-01-28,1,OR1000000052      ,1000,3.0
100,1000000053,2024-03-28,08:00:00,SALEUSER1,,,2024-03-28,C,ZOR,,325296.03,USD,1000,10,0,100,1000,5700000053,2024-04-26,C00001,,,1000,2024-03-28,CUST-PO-000053,2024-03-28,1,OR1000000053      ,1000,4.0
100,1000000054,2024-05-15,08:00:00,SALEUSER1,,,2024-05-15,C,FO,,88897.27,USD,1000,10,0,100,1000,5700000054,2024-05-30,C00014,,,1000,2024-05-15,CUST-PO-000054,2024-05-15,1,OR1000000054      ,2000,3.0
100,1000000055,2024-07-12,08:00:00,SALEUSER2,,,2024-07-12,C,FO,,49105.56,USD,1000,10,0,100,1000,5700000055,2024-07-26,C00014,,,1000,2024-07-12,CUST-PO-000055,2024-07-12,1,OR1000000055      ,1000,
100,1000000056,2024-03-17,08:00:00,SALEUSER2,,,2024-03-17,C,OR,,11128.48,USD,1000,10,0,100,1000,5700000056,2024-03-27,C00012,,,1000,2024-03-17,CUST-PO-000056,2024-03-17,1,OR1000000056      ,1000,1.0
100,1000000057,2024-02-28,08:00:00,SALEUSER1,,,2024-02-28,C,ZOR,,10084.16,USD,1000,10,0,100,1000,5700000057,2024-03-15,C00011,,,1000,2024-02-28,CUST-PO-000057,2024-02-28,1,OR1000000057      ,3000,1.0
100,1000000058,2024-09-12,08:00:00,SALEUSER1,,,2024-09-12,C,OR,,44282.83,USD,1000,10,0,100,1000,5700000058,2024-10-11,C00011,,,1000,2024-09-12,CUST-PO-000058,2024-09-12,1,OR1000000058      ,2000,2.0
100,1000000059,2024-04-15,08:00:00,SALEUSER3,,,2024-04-15,C,FO,,173222.5,USD,1000,10,0,100,1000,5700000059,2024-05-07,C00015,,,1000,2024-04-15,CUST-PO-000059,2024-04-15,1,OR1000000059      ,2000,2.0
100,1000000060,2024-08-12,08:00:00,SALEUSER2,,,2024-08-12,C,OR,,126325.32,USD,1000,10,0,100,1000,5700000060,2024-08-24,C00002,,8.0,1000,2024-08-12,CUST-PO-000060,2024-08-12,1,OR1000000060      ,1000,3.0
100,1000000061,2024-05-24,08:00:00,SALEUSER3,,,2024-05-24,C,OR,,28916.37,USD,1000,10,0,100,1000,5700000061,2024-06-21,C00005,,,1000,2024-05-24,CUST-PO-000061,2024-05-24,1,OR1000000061      ,3000,
100,1000000062,2024-05-15,08:00:00,SALEUSER3,,,2024-05-15,C,OR,,86595.4,USD,1000,10,0,100,1000,5700000062,2024-06-03,C00014,,,1000,2024-05-15,CUST-PO-000062,2024-05-15,1,OR1000000062      ,3000,3.0
100,1000000063,2024-09-28,08:00:00,SALEUSER1,,,2024-09-28,C,FO,,8583.48,USD,1000,10,0,100,1000,5700000063,2024-10-14,C00006,,8.0,1000,2024-09-28,CUST-PO-000063,2024-09-28,1,OR1000000063      ,3000,1.0
100,1000000064,2024-04-04,08:00:00,SALEUSER2,,,2024-04-04,C,OR,,13755.96,USD,1000,10,0,100,1000,5700000064,2024-04-23,C00005,2.0,,1000,2024-04-04,CUST-PO-000064,2024-04-04,1,OR1000000064      ,1000,
100,1000000065,2024-06-22,08:00:00,SALEUSER1,,,2024-06-22,C,FO,,276605.6,USD,1000,10,0,100,1000,5700000065,2024-07-17,C00009,,,1000,2024-06-22,CUST-PO-000065,2024-06-22,1,OR1000000065      ,2000,2.0
100,1000000066,2024-04-10,08:00:00,SALEUSER1,,,2024-04-10,C,FO,,122494.64,USD,1000,10,0,100,1000,5700000066,2024-04-27,C00002,,,1000,2024-04-10,CUST-PO-000066,2024-04-10,1,OR1000000066      ,1000,3.0
100,1000000067,2024-06-17,08:00:00,SALEUSER2,,,2024-06-17,C,OR,,91403.8,USD,1000,10,0,100,1000,5700000067,2024-07-08,C00008,2.0,,1000,2024-06-17,CUST-PO-000067,2024-06-17,1,OR1000000067      ,1000,1.0
100,1000000068,2024-01-08,08:00:00,SALEUSER2,,,2024-01-08,C,OR,,38388.24,USD,1000,10,0,100,1000,5700000068,2024-01-16,C00009,,,1000,2024-01-08,CUST-PO-000068,2024-01-08,1,OR1000000068      ,2000,1.0
100,1000000069,2024-02-12,08:00:00,SALEUSER1,,,2024-02-12,C,OR,,299864.7,USD,1000,10,0,100,1000,5700000069,2024-02-20,C00014,2.0,,1000,2024-02-12,CUST-PO-000069,2024-02-12,1,OR1000000069      ,2000,1.0
100,1000000070,2024-09-04,08:00:00,SALEUSER2,,,2024-09-04,C,FO,,18754.43,USD,1000,10,0,100,1000,5700000070,2024-09-29,C00001,,,1000,2024-09-04,CUST-PO-000070,2024-09-04,1,OR1000000070      ,1000,1.0
100,1000000071,2024-02-03,08:00:00,SALEUSER2,,,2024-02-03,C,OR,,161227.5,USD,1000,10,0,100,1000,5700000071,2024-02-29,C00014,,,1000,2024-02-03,CUST-PO-000071,2024-02-03,1,OR1000000071      ,3000,3.0
100,1000000072,2024-05-24,08:00:00,SALEUSER2,,,2024-05-24,C,FO,,154268.64,USD,1000,10,0,100,1000,5700000072,2024-06-06,C00003,,,1000,2024-05-24,CUST-PO-000072,2024-05-24,1,OR1000000072      ,1000,3.0
100,1000000073,2024-07-22,08:00:00,SALEUSER2,,,2024-07-22,C,ZOR,,96753.93,USD,1000,10,0,100,1000,5700000073,2024-08-04,C00012,2.0,8.0,1000,2024-07-22,CUST-PO-000073,2024-07-22,1,OR1000000073      ,1000,4.0
100,1000000074,2024-05-06,08:00:00,SALEUSER2,,,2024-05-06,C,OR,,156984.92,USD,1000,10,0,100,1000,5700000074,2024-06-01,C00004,,8.0,1000,2024-05-06,CUST-PO-000074,2024-05-06,1,OR1000000074      ,1000,1.0
100,1000000075,2024-06-15,08:00:00,SALEUSER3,,,2024-06-15,C,OR,,68505.36,USD,1000,10,0,100,1000,5700000075,2024-07-15,C00004,,,1000,2024-06-15,CUST-PO-000075,2024-06-15,1,OR1000000075      ,2000,4.0
100,1000000076,2024-03-22,08:00:00,SALEUSER2,,,2024-03-22,C,OR,,199520.55,USD,1000,10,0,100,1000,5700000076,2024-04-02,C00008,,,1000,2024-03-22,CUST-PO-000076,2024-03-22,1,OR1000000076      ,1000,3.0
100,1000000077,2024-02-16,08:00:00,SALEUSER3,,,2024-02-16,C,OR,,33172.67,USD,1000,10,0,100,1000,5700000077,2024-03-08,C00015,2.0,,1000,2024-02-16,CUST-PO-000077,2024-02-16,1,OR1000000077      ,2000,
100,1000000078,2024-08-20,08:00:00,SALEUSER2,,,2024-08-20,C,OR,,70915.2,USD,1000,10,0,100,1000,5700000078,2024-09-10,C00006,,,1000,2024-08-20,CUST-PO-000078,2024-08-20,1,OR1000000078      ,2000,1.0
100,1000000079,2024-03-23,08:00:00,SALEUSER3,,,2024-03-23,C,OR,,173146.94,USD,1000,10,0,100,1000,5700000079,2024-04-15,C00006,,,1000,2024-03-23,CUST-PO-000079,2024-03-23,1,OR1000000079      ,3000,
100,1000000080,2024-04-23,08:00:00,SALEUSER3,,,2024-04-23,C,OR,,7876.8,USD,1000,10,0,100,1000,5700000080,2024-05-14,C00014,,,1000,2024-04-23,CUST-PO-000080,2024-04-23,1,OR1000000080      ,1000,1.0
100,1000000081,2024-01-12,08:00:00,SALEUSER1,,,2024-01-12,C,OR,,43066.45,USD,1000,10,0,100,1000,5700000081,2024-01-24,C00012,,,1000,2024-01-12,CUST-PO-000081,2024-01-12,1,OR1000000081      ,1000,2.0
100,1000000082,2024-02-08,08:00:00,SALEUSER1,,,2024-02-08,C,OR,,108889.95,USD,1000,10,0,100,1000,5700000082,2024-02-16,C00014,,,1000,2024-02-08,CUST-PO-000082,2024-02-08,1,OR1000000082      ,2000,
100,1000000083,2024-09-12,08:00:00,SALEUSER2,,,2024-09-12,C,FO,,124620.08,USD,1000,10,0,100,1000,5700000083,2024-09-24,C00004,,,1000,2024-09-12,CUST-PO-000083,2024-09-12,1,OR1000000083      ,3000,
100,1000000084,2024-02-23,08:00:00,SALEUSER3,,,2024-02-23,C,OR,,223204.83,USD,1000,10,0,100,1000,5700000084,2024-03-09,C00006,,,1000,2024-02-23,CUST-PO-000084,2024-02-23,1,OR1000000084      ,1000,
100,1000000085,2024-02-22,08:00:00,SALEUSER1,,,2024-02-22,C,OR,,78350.84,USD,1000,10,0,100,1000,5700000085,2024-03-01,C00009,,,1000,2024-02-22,CUST-PO-000085,2024-02-22,1,OR1000000085      ,3000,1.0
100,1000000086,2024-09-08,08:00:00,SALEUSER1,,,2024-09-08,C,ZOR,,299628.9,USD,1000,10,0,100,1000,5700000086,2024-10-04,C00004,,,1000,2024-09-08,CUST-PO-000086,2024-09-08,1,OR1000000086      ,1000,3.0
100,1000000087,2024-01-07,08:00:00,SALEUSER2,,,2024-01-07,C,FO,,89705.28,USD,1000,10,0,100,1000,5700000087,2024-01-19,C00002,,,1000,2024-01-07,CUST-PO-000087,2024-01-07,1,OR1000000087      ,2000,3.0
100,1000000088,2024-09-14,08:00:00,SALEUSER1,,,2024-09-14,C,ZOR,,352807.94,USD,1000,10,0,100,1000,5700000088,2024-09-29,C00011,,,1000,2024-09-14,CUST-PO-000088,2024-09-14,1,OR1000000088      ,2000,1.0
100,1000000089,2024-09-09,08:00:00,SALEUSER1,,,2024-09-09,C,ZOR,,354574.31,USD,1000,10,0,100,1000,5700000089,2024-10-02,C00001,,8.0,1000,2024-09-09,CUST-PO-000089,2024-09-09,1,OR1000000089      ,3000,1.0
100,1000000090,2024-09-28,08:00:00,SALEUSER1,,,2024-09-28,C,ZOR,,70436.8,USD,1000,10,0,100,1000,5700000090,2024-10-27,C00003,,8.0,1000,2024-09-28,CUST-PO-000090,2024-09-28,1,OR1000000090      ,1000,3.0
100,1000000091,2024-04-03,08:00:00,SALEUSER3,,,2024-04-03,C,ZOR,,446446.03,USD,1000,10,0,100,1000,5700000091,2024-04-18,C00007,,,1000,2024-04-03,CUST-PO-000091,2024-04-03,1,OR1000000091      ,2000,1.0
100,1000000092,2024-08-02,08:00:00,SALEUSER2,,,2024-08-02,C,ZOR,,695.19,USD,1000,10,0,100,1000,5700000092,2024-08-21,C00006,,,1000,2024-08-02,CUST-PO-000092,2024-08-02,1,OR1000000092      ,1000,3.0
100,1000000093,2024-09-14,08:00:00,SALEUSER2,,,2024-09-14,C,OR,,30453.92,USD,1000,10,0,100,1000,5700000093,2024-10-09,C00001,,,1000,2024-09-14,CUST-PO-000093,2024-09-14,1,OR1000000093      ,2000,2.0
100,1000000094,2024-09-26,08:00:00,SALEUSER1,,,2024-09-26,C,ZOR,,96989.01,USD,1000,10,0,100,1000,5700000094,2024-10-20,C00008,,,1000,2024-09-26,CUST-PO-000094,2024-09-26,1,OR1000000094      ,1000,1.0
100,1000000095,2024-09-08,08:00:00,SALEUSER2,,,2024-09-08,C,OR,,20667.15,USD,1000,10,0,100,1000,5700000095,2024-09-29,C00005,,8.0,1000,2024-09-08,CUST-PO-000095,2024-09-08,1,OR1000000095      ,1000,3.0
100,1000000096,2024-01-23,08:00:00,SALEUSER1,,,2024-01-23,C,FO,,114902.64,USD,1000,10,0,100,1000,5700000096,2024-02-16,C00007,,,1000,2024-01-23,CUST-PO-000096,2024-01-23,1,OR1000000096      ,2000,4.0
100,1000000097,2024-08-14,08:00:00,SALEUSER1,,,2024-08-14,C,ZOR,,70124.82,USD,1000,10,0,100,1000,5700000097,2024-08-23,C00008,,,1000,2024-08-14,CUST-PO-000097,2024-08-14,1,OR1000000097      ,1000,4.0
100,1000000098,2024-01-09,08:00:00,SALEUSER2,,,2024-01-09,C,ZOR,,160186.14,USD,1000,10,0,100,1000,5700000098,2024-01-16,C00001,,,1000,2024-01-09,CUST-PO-000098,2024-01-09,1,OR1000000098      ,1000,
100,1000000099,2024-08-05,08:00:00,SALEUSER2,,,2024-08-05,C,ZOR,,420156.32,USD,1000,10,0,100,1000,5700000099,2024-08-26,C00015,,,1000,2024-08-05,CUST-PO-000099,2024-08-05,1,OR1000000099      ,1000,3.0
100,1000000100,2024-03-19,08:00:00,SALEUSER2,,,2024-03-19,C,FO,,180072.03,USD,1000,10,0,100,1000,5700000100,2024-03-28,C00015,,,1000,2024-03-19,CUST-PO-000100,2024-03-19,1,OR1000000100      ,1000,1.0
100,1000000101,2024-03-17,08:00:00,SALEUSER3,,,2024-03-17,C,OR,,14035.54,USD,1000,10,0,100,1000,5700000101,2024-04-14,C00008,,,1000,2024-03-17,CUST-PO-000101,2024-03-17,1,OR1000000101      ,3000,2.0
100,1000000102,2024-06-05,08:00:00,SALEUSER2,,,2024-06-05,C,FO,,233025.98,USD,1000,10,0,100,1000,5700000102,2024-07-04,C00004,2.0,,1000,2024-06-05,CUST-PO-000102,2024-06-05,1,OR1000000102      ,1000,3.0
100,1000000103,2024-02-21,08:00:00,SALEUSER1,,,2024-02-21,C,OR,,7422.24,USD,1000,10,0,100,1000,5700000103,2024-03-12,C00005,,,1000,2024-02-21,CUST-PO-000103,2024-02-21,1,OR1000000103      ,3000,2.0
100,1000000104,2024-07-29,08:00:00,SALEUSER2,,,2024-07-29,C,FO,,231166.8,USD,1000,10,0,100,1000,5700000104,2024-08-10,C00002,,,1000,2024-07-29,CUST-PO-000104,2024-07-29,1,OR1000000104      ,1000,
100,1000000105,2024-02-02,08:00:00,SALEUSER2,,,2024-02-02,C,OR,,226646.6,USD,1000,10,0,100,1000,5700000105,2024-03-01,C00004,,,1000,2024-02-02,CUST-PO-000105,2024-02-02,1,OR1000000105      ,2000,1.0
100,1000000106,2024-03-07,08:00:00,SALEUSER2,,,2024-03-07,C,ZOR,,287933.58,USD,1000,10,0,100,1000,5700000106,2024-04-03,C00009,,8.0,1000,2024-03-07,CUST-PO-000106,2024-03-07,1,OR1000000106      ,3000,3.0
100,1000000107,2024-01-15,08:00:00,SALEUSER2,,,2024-01-15,C,ZOR,,67411.8,USD,1000,10,0,100,1000,5700000107,2024-01-27,C00011,,,1000,2024-01-15,CUST-PO-000107,2024-01-15,1,OR1000000107      ,2000,
